CnvRegion	CnvGene	ExpGene	Cor	Cor.pvalue	Z_value
ABLIM3	ABLIM3	ABLIM3	0.266584855426672	2.01819804223984e-05	0.273183780950884
ATP13A3	ATP13A3	ATP13A3	0.438822934104326	3.83335731892963e-13	0.470772085116477
SHC2	SHC2	SHC2	0.194308577963056	0.00206917538364684	0.196810941468983
DBNDD2	DBNDD2	DBNDD2	0.140422512671613	0.0267141075367612	0.141356561577767
SKA3	SKA3	SKA3	0.437402121899727	4.65122952958773e-13	0.469013778393568
SNTB2	SNTB2	SNTB2	0.332233233797531	7.89692805127119e-08	0.345336488021697
F2RL3	F2RL3	F2RL3	-0.131808093724659	0.0376625863334079	-0.132579467738639
KIFC3	KIFC3	KIFC3	0.322690047395422	1.92661097021631e-07	0.334646927950331
DEAF1	DEAF1	DEAF1	0.507810248471696	9.9713857951863e-18	0.559774697373717
PSMB5	PSMB5	PSMB5	0.491863683255215	1.41941988762258e-16	0.538515829924348
VPS13C	VPS13C	VPS13C	0.525426241928538	4.4926698603445e-19	0.583806051573243
RPL23	RPL23	RPL23	0.204049963332044	0.00120461424810137	0.206954853461269
OS9	OS9	OS9	0.854482237116438	3.29939700906648e-72	1.27253132889471
SRGN	SRGN	SRGN	0.169312966423852	0.0074145174154094	0.170959268721388
PTER	PTER	PTER	0.441389103287411	2.69706050709132e-13	0.473954711072976
MPP5	MPP5	MPP5	0.529583410763085	2.10495199832594e-19	0.589566017283441
SGTB	SGTB	SGTB	0.448859378043376	9.52865701124286e-14	0.483270950583934
ARHGAP10	ARHGAP10	ARHGAP10	0.381154428024862	4.95062258545762e-10	0.401409604389475
LRRC42	LRRC42	LRRC42	0.591365181130488	7.05676553434591e-25	0.679762818752878
ENTHD2	ENTHD2	ENTHD2	0.498436802402672	4.8303795544852e-17	0.547224047678096
NOTCH3	NOTCH3	NOTCH3	0.135299044436391	0.0328376487820296	0.136133819719745
PSMG3	PSMG3	PSMG3	0.460327455960162	1.83452397864274e-14	0.497726709380603
SENP3	SENP3	SENP3	0.606851078079149	1.92716091163831e-26	0.703921607200466
TRAPPC9	TRAPPC9	TRAPPC9	0.570458255501712	6.77342535614488e-23	0.648201904146393
ETV5	ETV5	ETV5	0.0306862838107461	0.629878095643431	0.0306959211490576
DAK	DAK	DAK	0.327902280331715	1.18819147245955e-07	0.340475998558544
TXNDC12	TXNDC12	TXNDC12	0.687033719502698	4.07357971043374e-36	0.842315807749889
FKBP8	FKBP8	FKBP8	0.318495998486404	2.82391465718087e-07	0.329972424072123
CUL4A	CUL4A	CUL4A	0.88714252861121	6.39826986678578e-85	1.40834668346509
NUPL2	NUPL2	NUPL2	0.776404762883819	1.95422671766483e-51	1.03625468223594
C1orf216	C1orf216	C1orf216	0.521701961585384	8.78347121967608e-19	0.578675324741765
EXTL3	EXTL3	EXTL3	0.543922521976823	1.41931133836027e-20	0.609709423115803
MAP4K4	MAP4K4	MAP4K4	0.23009368385297	0.000250447761489403	0.234288385547992
CHST11	CHST11	CHST11	0.452919972568322	5.35482562896175e-14	0.488367745259569
MYO1D	MYO1D	MYO1D	0.14823081235866	0.0192725839060268	0.149331014564368
DCAF17	DCAF17	DCAF17	0.483231539868589	5.64688713780509e-16	0.527191768940572
ATXN10	ATXN10	ATXN10	0.568307375565745	1.06366244451383e-22	0.645019197276062
SNX8	SNX8	SNX8	0.493242284693711	1.13438468855873e-16	0.540336027260354
ASPHD2	ASPHD2	ASPHD2	0.135656023485044	0.0323753099716433	0.136497473329896
TTLL11	TTLL11	TTLL11	0.483027002874158	5.83196487095047e-16	0.526924953517506
LY86	LY86	LY86	-0.0361479932810689	0.570224306985489	-0.036163750225306
SLC35C1	SLC35C1	SLC35C1	0.506837639227288	1.1771681567163e-17	0.558465001531213
ZBTB21	ZBTB21	ZBTB21	0.231829112508515	0.000224082928338245	0.236121604471334
FAM188A	FAM188A	FAM188A	0.242072789864811	0.000114242866811495	0.246974757783345
BBS2	BBS2	BBS2	0.454386062272989	4.3406985621937e-14	0.490213744170679
ZNF664	ZNF664	ZNF664	0.451055812049791	6.98329977990216e-14	0.486024970818603
MMAB	MMAB	MMAB	0.860670994571434	2.3069088629966e-74	1.29592718478276
VAC14	VAC14	VAC14	0.673770824144251	2.63686145555363e-34	0.817617105366288
WDR81	WDR81	WDR81	0.517110757203285	1.98480965902122e-18	0.572387835493807
CNOT6	CNOT6	CNOT6	0.623988049580097	2.82920676684146e-28	0.73150961807256
UBXN2B	UBXN2B	UBXN2B	0.397762991815727	7.2279495702914e-11	0.420988652769219
HMGXB3	HMGXB3	HMGXB3	0.411747234935794	1.31368967995425e-11	0.437713330927709
SEPT7P2	SEPT7P2	SEPT7P2	0.230076646615678	0.000250720368533	0.234270395956415
FAH	FAH	FAH	0.104058550379625	0.101379073498812	0.104436597880485
KIAA1191	KIAA1191	KIAA1191	0.5822893256034	5.3286669181142e-24	0.665919495611835
ZIC1	ZIC1	ZIC1	0.0213045009996152	0.737982847322928	0.0213077251191724
PDE1B	PDE1B	PDE1B	0.139083574275335	0.0282113567911719	0.139990951346376
KIAA2026	KIAA2026	KIAA2026	0.633284957163954	2.56292285086114e-29	0.746881740253003
RABL3	RABL3	RABL3	0.703752742553143	1.5275451009206e-38	0.87469707894101
FURIN	FURIN	FURIN	0.330469830215757	9.33323500575258e-08	0.343355593681561
KIT	KIT	KIT	0.0957601044278012	0.131828401759323	0.0960544321663103
PACS2	PACS2	PACS2	0.59636982678629	2.25163317579526e-25	0.687494213166515
ACACB	ACACB	ACACB	0.0909486242616813	0.152461466908491	0.0912006413386526
NELFCD	NELFCD	NELFCD	0.585356398977998	2.71006013296279e-24	0.670572579947606
PIGV	PIGV	PIGV	0.409172421778434	1.80900117332103e-11	0.434616823563783
PPIE	PPIE	PPIE	0.632150112115412	3.45099405623662e-29	0.744989285082218
TRIM24	TRIM24	TRIM24	0.361790753080475	4.08665847162676e-09	0.378944820002955
HELZ	HELZ	HELZ	0.454238250199156	4.43376666685131e-14	0.490027489145512
ZBTB49	ZBTB49	ZBTB49	0.609673369166022	9.78697378673982e-27	0.70840132876964
PLRG1	PLRG1	PLRG1	0.705818970187895	7.45329175383411e-39	0.878802641655463
KAT2B	KAT2B	KAT2B	0.392833636807707	1.29394556355092e-10	0.415146355348139
DCK	DCK	DCK	0.335379959523511	5.84539586489818e-08	0.348877817278099
NDRG3	NDRG3	NDRG3	0.392640449603784	1.32355707651279e-10	0.414917936234023
UGGT1	UGGT1	UGGT1	0.526501331416081	3.69646710389221e-19	0.585292291807488
DDX55	DDX55	DDX55	0.676326925591556	1.20064355531276e-34	0.822313174123076
COA7	COA7	COA7	0.907484955976739	5.14179267947839e-95	1.5130848034845
GABBR1	GABBR1	GABBR1	0.126192792711075	0.0466760110351697	0.126869124225254
MAGI1	MAGI1	MAGI1	0.361713878152853	4.11991199142502e-09	0.378856370102187
UBE2T	UBE2T	UBE2T	0.583589974742156	4.0038154580708e-24	0.667889636028943
ZNRF1	ZNRF1	ZNRF1	0.559356844365931	6.71787032717801e-22	0.631896679493477
ATG4C	ATG4C	ATG4C	0.504687026614103	1.69595067593785e-17	0.555575183791012
THOP1	THOP1	THOP1	0.301744628549236	1.22818311009374e-06	0.311437884087673
RERE	RERE	RERE	0.214971851789287	0.000637481052675347	0.218378306760931
FAM32A	FAM32A	FAM32A	0.608000420484396	1.46364302499248e-26	0.705742972054269
TMEM159	TMEM159	TMEM159	0.426478948893414	1.9968798268451e-12	0.45558488555024
FGFR1	FGFR1	FGFR1	0.282019502130401	6.18740055876148e-06	0.289874721348641
COL4A1	COL4A1	COL4A1	0.229314842726868	0.000263196277045175	0.233466160445838
TNFRSF21	TNFRSF21	TNFRSF21	0.0435697731065829	0.493732020235857	0.0435973744162104
IMPACT	IMPACT	IMPACT	0.552635417215591	2.58595983138158e-21	0.622167575823295
C11orf58	C11orf58	C11orf58	0.630904148797996	4.77736266002201e-29	0.742916731432979
CDC7	CDC7	CDC7	0.359480234527002	5.20889177037919e-09	0.376288872441202
SYNRG	SYNRG	SYNRG	0.383660764088746	3.72847291788369e-10	0.404345236941053
DENND2A	DENND2A	DENND2A	0.437732410706134	4.44711438003346e-13	0.469422281253198
MAD2L1	MAD2L1	MAD2L1	0.325192044233357	1.52941336299718e-07	0.337442263272586
TXN2	TXN2	TXN2	0.440815192360068	2.91843665192477e-13	0.473242157836768
C5orf15	C5orf15	C5orf15	0.239703636807716	0.000133854524528705	0.244459659310587
ZNF117	ZNF117	ZNF117	0.129898036527377	0.0405474340573747	0.13063613514919
WAC	WAC	WAC	0.597163673780122	1.87501869756362e-25	0.688727145101809
S100A10	S100A10	S100A10	0.351666652807358	1.16660695096523e-08	0.367344339433322
NYNRIN	NYNRIN	NYNRIN	0.0860568014001992	0.175853481561865	0.0862701894351391
TLN2	TLN2	TLN2	0.308055839347264	7.1343097690922e-07	0.318395981037455
RANBP3	RANBP3	RANBP3	0.789712270975506	2.47106654222962e-54	1.07066670614804
MFN1	MFN1	MFN1	0.572617972410352	4.29100474263269e-23	0.651409358261286
FBXO9	FBXO9	FBXO9	0.367752240002445	2.16559745072552e-09	0.385821314016488
EIF4E	EIF4E	EIF4E	0.564076204970075	2.55983004016007e-22	0.638791599146132
DNAJC17	DNAJC17	DNAJC17	0.326920891607504	1.30229801617873e-07	0.339376774726352
TCTN1	TCTN1	TCTN1	0.840223917811607	1.33433460929305e-67	1.22193459447301
ZPR1	ZPR1	ZPR1	0.533269333256109	1.06534990303967e-19	0.594702596601278
ARNT	ARNT	ARNT	0.719561430676843	5.35206163169179e-41	0.906734929173541
IL1R1	IL1R1	IL1R1	0.0475159458033632	0.455402877772015	0.0475517542722925
MKLN1	MKLN1	MKLN1	0.819515186536463	1.1633100144059e-61	1.15533936263198
DFFB	DFFB	DFFB	0.567821892631565	1.17718541463634e-22	0.644302408361435
EML4	EML4	EML4	0.445701915705748	1.48377305130988e-13	0.479323818540412
RIBC2	RIBC2	RIBC2	0.164589888714184	0.00927129989639207	0.166100760826482
MRPS22	MRPS22	MRPS22	0.689912864455087	1.59935079791628e-36	0.847789453353986
PODXL	PODXL	PODXL	0.166628622536986	0.00842441893171659	0.168196987460977
SEMA3F	SEMA3F	SEMA3F	0.0110211864470468	0.86261875095033	0.0110216327147387
DHRS11	DHRS11	DHRS11	0.44804683706335	1.06835924551471e-13	0.482253862768029
pk	pk	pk	0.28167598388508	6.35734199696499e-06	0.289501559838258
APC	APC	APC	0.46990246285518	4.4183843797191e-15	0.509945151904599
ITGA1	ITGA1	ITGA1	0.184245006931533	0.00352591898508996	0.18637333464009
DDX11	DDX11	DDX11	0.381437780884795	4.79503534995517e-10	0.401741161211784
ALMS1	ALMS1	ALMS1	0.369774650335901	1.74071809577669e-09	0.388162031590014
VWA9	VWA9	VWA9	0.559806195500051	6.13227767856881e-22	0.632550882081671
GRHPR	GRHPR	GRHPR	0.692484655409825	6.87421264598383e-37	0.852713975704969
PCSK7	PCSK7	PCSK7	0.366496068635437	2.47834163917248e-09	0.384369461439176
LOXL1	LOXL1	LOXL1	0.198925341111746	0.00160617611271897	0.201613367816307
TBCK	TBCK	TBCK	0.356561903789266	7.05742976907499e-09	0.372941471084309
NMRK1	NMRK1	NMRK1	0.382065183511367	4.46722455113265e-10	0.40247559616495
GCSH	GCSH	GCSH	0.390011806698538	1.79812525910368e-10	0.411813959189925
BAHCC1	BAHCC1	BAHCC1	0.166731935819879	0.00838339510186615	0.168303253048039
MRPS27	MRPS27	MRPS27	0.59867002646248	1.32299722960575e-25	0.69107168175973
ITGB3	ITGB3	ITGB3	0.157057748887015	0.0130912417219279	0.158368593459083
SYNJ1	SYNJ1	SYNJ1	0.439227398855586	3.62742600039219e-13	0.471273121110114
ZNF703	ZNF703	ZNF703	0.187137232023712	0.00303323740105993	0.189368851096299
SLC24A3	SLC24A3	SLC24A3	0.242599640898285	0.000110264311023328	0.247534479522751
BANP	BANP	BANP	0.352718825617462	1.04790343864696e-08	0.368545504616699
AGTRAP	AGTRAP	AGTRAP	0.431216017632902	1.06836079552702e-12	0.461389503092485
EEF1A1P12	EEF1A1P12	EEF1A1P12	0.0870932368963221	0.17068766629869	0.0873144520199328
MAGOHB	MAGOHB	MAGOHB	0.656316196392616	4.63019584856834e-32	0.786314598728278
PRR3	PRR3	PRR3	0.37642296814515	8.39986517983257e-10	0.395885527964349
CDIP1	CDIP1	CDIP1	0.367943291180674	2.12151280582567e-09	0.386042262121012
NSL1	NSL1	NSL1	0.725900383299626	4.96427477572422e-42	0.920006274854882
RHOBTB3	RHOBTB3	RHOBTB3	0.123096199870327	0.0523753208272643	0.123723659992259
MYBL1	MYBL1	MYBL1	0.236078992211546	0.000170048139081872	0.240617577328862
ATP5C1	ATP5C1	ATP5C1	0.639164149821937	5.37857751010622e-30	0.756759289939385
PXK	PXK	PXK	0.328652362455816	1.10752627157879e-07	0.341316677329294
OTUD1	OTUD1	OTUD1	0.342330967904459	2.97170554750474e-08	0.356730547979024
ZNF592	ZNF592	ZNF592	0.730895989860881	7.26765973894599e-43	0.930648253486523
SF3B3	SF3B3	SF3B3	0.68615619503062	5.40497104562798e-36	0.840655675447601
HEG1	HEG1	HEG1	0.303673311342317	1.04173066033181e-06	0.313561126261105
SLC43A1	SLC43A1	SLC43A1	0.257837502986538	3.8221439641092e-05	0.263790520069549
CIT	CIT	CIT	0.160623558632509	0.0111377678584286	0.162026702874879
FNIP2	FNIP2	FNIP2	0.248360880080311	7.44498822709856e-05	0.253665179409788
PRR14L	PRR14L	PRR14L	0.457185526808117	2.89884559082118e-14	0.493747270668503
CARD6	CARD6	CARD6	0.194356219757929	0.00206383252697393	0.19686045307364
WDFY3	WDFY3	WDFY3	0.425143375195912	2.37779606937425e-12	0.453953520137966
RNF149	RNF149	RNF149	0.243144317377104	0.00010628797816259	0.248113298710096
HEY1	HEY1	HEY1	0.353133234883362	1.00442885349771e-08	0.369018875440073
CH25H	CH25H	CH25H	0.156260019017119	0.0135674201422663	0.157550793079701
TIMM44	TIMM44	TIMM44	0.697262968036839	1.39812042696525e-37	0.861953833198355
TET3	TET3	TET3	0.384254861045194	3.48490978389434e-10	0.405042062460027
ZNF883	ZNF883	ZNF883	0.25173222970485	5.89034781549799e-05	0.257261379577869
ICE2	ICE2	ICE2	0.604720813317016	3.19960361609613e-26	0.700556377690409
NBN	NBN	NBN	0.59404022595715	3.84154141604439e-25	0.683886509454253
ASPSCR1	ASPSCR1	ASPSCR1	0.383148710890198	3.95158671307612e-10	0.403744940650193
CARKD	CARKD	CARKD	0.639403551463689	5.04363767625281e-30	0.757164152288685
C5orf28	C5orf28	C5orf28	0.568811979220032	9.57086505830316e-23	0.645764836339721
XRCC6	XRCC6	XRCC6	0.735002301061143	1.44993251135346e-43	0.93952143797059
ULK3	ULK3	ULK3	0.51830650137474	1.60702792815432e-18	0.574021416036493
RRP36	RRP36	RRP36	0.763321880058297	8.94710736323292e-49	1.00412683330297
RAB11A	RAB11A	RAB11A	0.838630074503905	4.09254221312752e-67	1.21653832266185
RPS6KB1	RPS6KB1	RPS6KB1	0.64472492045134	1.19021199296333e-30	0.766218033110534
DDX59	DDX59	DDX59	0.723014344312721	1.47767585441454e-41	0.913932420682633
PDE6D	PDE6D	PDE6D	0.661330870195446	1.08677139408246e-32	0.795175338341064
TRIM16L	TRIM16L	TRIM16L	0.569174710956056	8.87036852440912e-23	0.646301226123446
TTC39B	TTC39B	TTC39B	0.400033408818901	5.50961217551147e-11	0.423688703229824
TRIO	TRIO	TRIO	0.528684222224619	2.48224771359439e-19	0.588317174202436
GNA15	GNA15	GNA15	-0.116098452967459	0.0674034772366588	-0.116624337127432
DCLK2	DCLK2	DCLK2	0.314364375663745	4.09242325593995e-07	0.325381068244244
ZFP91	ZFP91	ZFP91	0.435034834773345	6.40676639390342e-13	0.466090164111416
GINS1	GINS1	GINS1	0.47794454252499	1.29078641396129e-15	0.520316878109401
METTL21A	METTL21A	METTL21A	0.458213563620501	2.49709019211618e-14	0.495047741989033
MKKS	MKKS	MKKS	0.748560427308713	5.67780107497794e-46	0.969672711188786
ZHX3	ZHX3	ZHX3	0.552316367650125	2.7547453135258e-21	0.621708359970708
SORBS1	SORBS1	SORBS1	-0.181095107330527	0.00414387228498647	-0.183114696598789
TNS3	TNS3	TNS3	0.359403030602244	5.25111977388984e-09	0.376200213997269
KLF6	KLF6	KLF6	0.382965786762759	4.034389008028e-10	0.403530559808614
GSK3A	GSK3A	GSK3A	0.797435227855156	4.10000086033732e-56	1.09152817826391
RPL14P1	RPL14P1	RPL14P1	0.0586931044276834	0.356373809806011	0.0587606409864163
RFC3	RFC3	RFC3	0.359372478546342	5.26792199861296e-09	0.37616513058309
APLP2	APLP2	APLP2	0.357020384853557	6.72995974707572e-09	0.373466830356893
TOPORS	TOPORS	TOPORS	0.625019410464299	2.17618303840424e-28	0.733200388100492
CCNYL1	CCNYL1	CCNYL1	0.271641846339039	1.38086867133078e-05	0.278635620187526
ALOX5	ALOX5	ALOX5	0.0868008068985274	0.172133620773901	0.0870197944723791
BMP1	BMP1	BMP1	0.252021306035791	5.7723508079184e-05	0.257570037775993
DOPEY2	DOPEY2	DOPEY2	0.175844741401	0.00539359078777673	0.177691582167116
TTC32	TTC32	TTC32	0.221918893165547	0.000418242394050282	0.225673498074636
ZNF282	ZNF282	ZNF282	0.741434219520552	1.09196908519973e-44	0.953657092632708
DCP1A	DCP1A	DCP1A	0.453063650739068	5.24600062973456e-14	0.48854851835627
OSGIN1	OSGIN1	OSGIN1	0.217984895117577	0.000531835647949739	0.221539495373229
RASSF8	RASSF8	RASSF8	0.443636027202578	1.97760441827312e-13	0.476748760773794
BBC3	BBC3	BBC3	0.21425431054076	0.000665349943184764	0.217626120705928
ZNF75A	ZNF75A	ZNF75A	0.418323524217397	5.73042336330237e-12	0.44565821336708
PSMD4	PSMD4	PSMD4	0.619610254310668	8.52577203955623e-28	0.72437222093371
ZNF707	ZNF707	ZNF707	0.672228117112879	4.2232432491893e-34	0.81479716529731
TSC22D1	TSC22D1	TSC22D1	0.253731818427171	5.11843710064012e-05	0.259397404545643
NRD1	NRD1	NRD1	0.66874150585771	1.21182811926814e-33	0.808463006173758
PCCA	PCCA	PCCA	0.581350939957647	6.54397088877967e-24	0.664500891273997
WDR76	WDR76	WDR76	0.507199665091835	1.10671179936904e-17	0.558952294897431
DR1	DR1	DR1	0.643071973805149	1.86961360059251e-30	0.763394384626999
XPR1	XPR1	XPR1	0.466725171004243	7.12141840230169e-15	0.50587525092698
GNB5	GNB5	GNB5	0.404398509700921	3.25037386995241e-11	0.428896290070805
BHLHE41	BHLHE41	BHLHE41	0.286039331725642	4.49410613939766e-06	0.294247307251838
NACC2	NACC2	NACC2	0.156856965160653	0.0132096884422018	0.158162738365768
NDUFA6	NDUFA6	NDUFA6	0.556034359269784	1.31295951633917e-21	0.627074306296211
RELT	RELT	RELT	0.171887420900108	0.00654883578805006	0.173610899015683
SKP1	SKP1	SKP1	0.653309474983547	1.08966491848249e-31	0.781050888615613
SUSD3	SUSD3	SUSD3	0.296163587606812	1.9647349859591e-06	0.305309066777604
GTF2H5	GTF2H5	GTF2H5	0.594461394211727	3.48899415402777e-25	0.684537599945453
U2SURP	U2SURP	U2SURP	0.286115402907446	4.46678147745419e-06	0.294330159046086
SLC20A2	SLC20A2	SLC20A2	0.331951776694277	8.11096247686369e-08	0.345020142626765
TAB2	TAB2	TAB2	0.770169546831157	3.81108461657444e-50	1.02074436659947
WDFY2	WDFY2	WDFY2	0.446684103449939	1.29345265643115e-13	0.480550155751333
ZNRF2	ZNRF2	ZNRF2	0.451212874479354	6.82923435428383e-14	0.486222167061273
ZNF684	ZNF684	ZNF684	0.52215113501605	8.10474778059883e-19	0.579292666655807
STAT1	STAT1	STAT1	0.111285385219892	0.0796593889004724	0.111748231653644
GBE1	GBE1	GBE1	0.393023626553537	1.26545226144236e-10	0.415371033865096
ALKBH4	ALKBH4	ALKBH4	0.581537050496896	6.28302275650327e-24	0.664782057777265
FAT1	FAT1	FAT1	0.178307721023661	0.00477040942459499	0.180234292443846
SQRDL	SQRDL	SQRDL	0.109488386821672	0.084673274231917	0.109929065723511
WRAP53	WRAP53	WRAP53	0.464247476335575	1.0297686677889e-14	0.502712188289705
PCDH7	PCDH7	PCDH7	0.188497920850575	0.00282378598642345	0.190779294175675
KLHL2	KLHL2	KLHL2	0.397729909303556	7.25648596362254e-11	0.420949352935331
RNF34	RNF34	RNF34	0.962733088638994	2.80745093755809e-142	1.98199368790789
ADSL	ADSL	ADSL	0.588317158715783	1.40137521653237e-24	0.675088546893713
FAS	FAS	FAS	0.298888832198185	1.56387948979878e-06	0.308298987213473
NDRG1	NDRG1	NDRG1	0.286817648946644	4.22189725189562e-06	0.295095185552041
WTIP	WTIP	WTIP	0.48407844086458	4.93989211904388e-16	0.528297271654751
MRPS14	MRPS14	MRPS14	0.726357813510963	4.17076678020896e-42	0.920973896927821
CCDC82	CCDC82	CCDC82	0.390645387393669	1.67052036235583e-10	0.412561420444079
TMEM248	TMEM248	TMEM248	0.716942803320254	1.40230412296633e-40	0.901325781362831
CHST3	CHST3	CHST3	0.373059081550425	1.21699186400317e-09	0.391972064293979
RPL7P9	RPL7P9	RPL7P9	-0.0880232439763292	0.166149253295553	-0.0882516441015637
TAF1B	TAF1B	TAF1B	0.39231188042884	1.37543814943824e-10	0.414529539352885
VPS13A	VPS13A	VPS13A	0.368675344743187	1.96049777773073e-09	0.386889205036916
NUP133	NUP133	NUP133	0.721489691642552	2.61471226923254e-41	0.910745111109266
TBX15	TBX15	TBX15	0.216158568899927	0.000593747179658899	0.219622856218209
ADCY6	ADCY6	ADCY6	0.237011474107657	0.000159950365147636	0.241605327540506
KCTD2	KCTD2	KCTD2	0.629440803997097	6.9864533443439e-29	0.740489482323573
GSDMB	GSDMB	GSDMB	0.204095327991834	0.00120151314271412	0.207002189459222
ZNF329	ZNF329	ZNF329	0.482195038190896	6.64795277019394e-16	0.525840376080357
MRAS	MRAS	MRAS	0.325055021853805	1.54895778500349e-07	0.33728904489647
PHAX	PHAX	PHAX	0.606857769939999	1.92408260537194e-26	0.703932200151772
COX6A1	COX6A1	COX6A1	0.178337768741163	0.00476322424788732	0.180265327030203
CD3D	CD3D	CD3D	-0.000948279355133408	0.98812128892381	-0.000948279639375172
RAPGEF5	RAPGEF5	RAPGEF5	-0.0144081832840783	0.821026392931922	-0.0144091804341341
TMOD2	TMOD2	TMOD2	0.25180578328159	5.86011076328117e-05	0.257339911080706
ZNF76	ZNF76	ZNF76	0.405671089063804	2.78283381029224e-11	0.430418611482185
TDP2	TDP2	TDP2	0.603724269526279	4.05069553390296e-26	0.698986806912648
MCCC1	MCCC1	MCCC1	0.544570215922174	1.25269777391399e-20	0.610629709865119
TBPL1	TBPL1	TBPL1	0.838120231887147	5.84213162048364e-67	1.21482241387623
MUC1	MUC1	MUC1	0.0226889619420262	0.721638248036451	0.0226928564876496
C3orf70	C3orf70	C3orf70	0.191807610791285	0.00236800392495128	0.194213149310578
FAM222B	FAM222B	FAM222B	0.372113191681937	1.34968421706378e-09	0.390873698708849
PFKM	PFKM	PFKM	0.293218065236161	2.50770831505411e-06	0.302083417116001
CUL2	CUL2	CUL2	0.684171081891003	1.02101575876896e-35	0.836914056812657
SMAD7	SMAD7	SMAD7	0.266786539265858	1.98817161004869e-05	0.273400907074797
SMYD4	SMYD4	SMYD4	0.411583056704672	1.34087375581233e-11	0.437515652487939
SMG1	SMG1	SMG1	0.369233424513884	1.84576253027269e-09	0.387535225940853
SYNC	SYNC	SYNC	0.294013410343089	2.34843454039448e-06	0.302953797997261
RIF1	RIF1	RIF1	0.526643899990094	3.60188423194741e-19	0.585489558137854
LSR	LSR	LSR	0.0805721340795731	0.205130088570512	0.0807471709511348
TMEM129	TMEM129	TMEM129	0.616561280013696	1.81954017928363e-27	0.719438344454839
CRAT	CRAT	CRAT	0.419121871440741	5.17500224114507e-12	0.446626292790046
PID1	PID1	PID1	0.249723086550654	6.77536719103019e-05	0.255117459338329
NPR1	NPR1	NPR1	0.183784692928892	0.00361068807523849	0.185896887427236
UTP6	UTP6	UTP6	0.587504542640474	1.68057991314253e-24	0.67384669950811
TFIP11	TFIP11	TFIP11	0.655995352194755	5.07533635660848e-32	0.785751179975852
ZNF444	ZNF444	ZNF444	0.331733504742593	8.28078041446839e-08	0.344774860296711
FAM65B	FAM65B	FAM65B	0.131504290843627	0.0381094794453104	0.132270306046324
CPED1	CPED1	CPED1	0.146899861959683	0.0203965812825117	0.147970436643044
MBTPS1	MBTPS1	MBTPS1	0.583381370332655	4.19201087989557e-24	0.667573350437109
RNMT	RNMT	RNMT	0.655046737235942	6.65346952357912e-32	0.784087794914404
C15orf57	C15orf57	C15orf57	0.421890571729277	3.62619908299713e-12	0.449989740302174
CCNT1	CCNT1	CCNT1	0.536704890012734	5.60477539930905e-20	0.599515741792408
HEATR6	HEATR6	HEATR6	0.609418378037484	1.04077399343424e-26	0.70799558514205
AC106786.1	AC106786.1	AC106786.1	0.211042712132846	0.000804429468886874	0.214262414100343
NOVA1	NOVA1	NOVA1	0.191045296354762	0.00246660556929341	0.193421837947364
DAB2	DAB2	DAB2	0.191349757039124	0.00242678570558705	0.193737850962498
TYRO3	TYRO3	TYRO3	0.337386857593542	4.81644114630302e-08	0.351140779234374
KIAA1211L	KIAA1211L	KIAA1211L	0.0483126612239115	0.447871532704694	0.0483503030281168
SLC48A1	SLC48A1	SLC48A1	0.54366426446508	1.49165675663766e-20	0.609342730450532
TEP1	TEP1	TEP1	0.457866924161396	2.62606270272256e-14	0.494609068428383
PLAU	PLAU	PLAU	0.342127876937235	3.03174583917196e-08	0.35650051536609
CENPB	CENPB	CENPB	0.602281533634737	5.6910347130068e-26	0.696719733499088
C2orf69	C2orf69	C2orf69	0.331385111463773	8.55894520295913e-08	0.344383437261282
DDX23	DDX23	DDX23	0.692288731734504	7.33323822593971e-37	0.852337634118141
DLC1	DLC1	DLC1	0.21292797826467	0.000719848541284487	0.21623638689503
ZKSCAN2	ZKSCAN2	ZKSCAN2	0.365082912324257	2.88247031313634e-09	0.382738013812813
CAND2	CAND2	CAND2	0.252491389316381	5.58520842378294e-05	0.258072066815202
ZNF823	ZNF823	ZNF823	0.643706259053021	1.57265884634659e-30	0.7644766897293
RRM1	RRM1	RRM1	0.382298472402885	4.35096678468532e-10	0.402748788308916
AP1AR	AP1AR	AP1AR	0.528582771011395	2.52877610413029e-19	0.588176376633152
MAP4K5	MAP4K5	MAP4K5	0.580534682931587	7.82020833988948e-24	0.663268815018516
EPAS1	EPAS1	EPAS1	-0.12625398138249	0.0465688400053976	-0.126931303559193
NCKAP1	NCKAP1	NCKAP1	0.475127499220757	1.99364896058123e-15	0.516672163874512
LAPTM4B	LAPTM4B	LAPTM4B	0.441954255602568	2.49511725955433e-13	0.474656828115273
EMP1	EMP1	EMP1	0.329996929095789	9.75926537670583e-08	0.342824808224486
PIK3AP1	PIK3AP1	PIK3AP1	0.175168708643336	0.00557696135900898	0.176994063999043
VCAN	VCAN	VCAN	0.0466191572606542	0.463964329231283	0.0466529745532013
PRKAR2B	PRKAR2B	PRKAR2B	0.0715470439721674	0.26069304940228	0.0716695029288718
EIF1B	EIF1B	EIF1B	0.673171522409634	3.16737956091283e-34	0.816520359834018
SUMF1	SUMF1	SUMF1	0.365211480326055	2.84321313718703e-09	0.382886361360652
ZNF395	ZNF395	ZNF395	0.374817429418133	1.00311981004734e-09	0.394016251334552
ZFAS1	ZFAS1	ZFAS1	0.238324135983458	0.000146682988737859	0.242996575686599
R3HDM2	R3HDM2	R3HDM2	0.835904176047917	2.70562582180335e-66	1.20742091427038
